season,episode,episode_title,companions,year_came_out,series_type,story_title,doctor_num,episode_mood,missing,vibe_tags,villains,setting,imdb_rating,plot_summary
8,14,The Claws of Axos: Episode 4,,1971,Classic,The Claws of Axos,3,"Ominous, Dark, Suspenseful",0,"Alien, Mysterious, Rural, Action",Axos,"England, Past, 1971",7.2,"The Doctor and Jo escape from Axos but then the Doctor offers the Master a deal:if he helps him repair the TARDIS, they can flee Earth together."
8,15,Colony in Space: Episode 1,,1971,Classic,Colony in Space,3,"Suspenseful, Dark, Gritty",0,"Western, Rural, Mysterious, Isolated",The Master,"Uxarieus, Future, 2472",7,"The Time Lords takes control of the TARDIS and the Doctor and Jo arrive on a Earth Colony in the 25th Century, where a ruthless mining company are using a dinosaur-like creature to force the colonists to leave the planet. Where th..."
8,16,Colony in Space: Episode 2,,1971,Classic,Colony in Space,3,"Intense, Suspenseful, Dark",0,"Western, Rural, Mysterious, Adventure",The Master,"Uxarieus, Future, 2472",7,"The Doctor discovers an Interplanetary Mining Corporation ship has landed on the planet in order to mine its duralinium, while Norton begins causing trouble at the colony."
8,17,Colony in Space: Episode 3,,1971,Classic,Colony in Space,3,"Suspenseful, Dark",0,"Rural, Mysterious, Desolate, Isolated",The Master,"Uxarieus, Future, 2472",6.8,The Doctor makes it back to the colony and warns Ashe what Dent is up to but when Jo and Winton try to find proof they are captured.
8,18,Colony in Space: Episode 4,,1971,Classic,Colony in Space,3,"Suspenseful, Dark",0,"Western, Rural, Mysterious, Alien",The Master,"Uxarieus, Future, 2472",6.9,The Doctor descends into the Primitive city to try and find Jo while the colonists receive a visit from the Adjudicator.
8,19,Colony in Space: Episode 5,,1971,Classic,Colony in Space,3,"Suspenseful, Dark",0,"Rural, Mysterious, Adventure, Western",The Master,"Uxarieus, Future, 2472",6.8,The Master offers to help the colonists in exchange for information on the Primitive city and forces the Doctor to act as a guide by taking Jo hostage.
8,20,Colony in Space: Episode 6,,1971,Classic,Colony in Space,3,"Suspenseful, Dark, Gritty",0,"Western, Rural, Mysterious, Alien",The Master,"Uxarieus, Future, 2472",7,"The Doctor and the Master are taken into the Primitive city, where the Master hopes to find the doomsday weapon, while Dent forces the colonists to leave the planet even though their ship is likely to explode."
8,21,The DÃ¦mons: Episode 1,,1971,Classic,The DÃ¦mons,3,"Dark, Mysterious, Ominous",0,"Supernatural, Mysterious, Rural, Occult","Azal, The Master","Devil's End, Past, 1970s",7.8,The Master raises the Devil. The Doctor becomes a wizard.
8,22,The DÃ¦mons: Episode 2,,1971,Classic,The DÃ¦mons,3,"Dark, Mysterious, Ominous",0,"Supernatural, Horror, Mysterious, Rural","Azal, The Master","Devil's End, Past, 1970s",7.6,"With the Doctor frozen by the energy release from the barrow, Jo calls Yates and Benton for help, but when the Brigadier tries to join them he finds the village surrounded by a heat barrier."
8,23,The DÃ¦mons: Episode 3,,1971,Classic,The DÃ¦mons,3,"Dark, Mysterious, Ominous",0,"Supernatural, Gothic, Rural, Mysterious","Azal, The Master","Devil's End, Past, 1970s",7.7,"The Doctor explains to his friends that the Master is trying to gain the power of the last of the Daemons, a race who influenced Earth's development, while the Master brings the rest of the village under his control."
8,24,The DÃ¦mons: Episode 4,,1971,Classic,The DÃ¦mons,3,"Dark, Mysterious, Ominous",0,"Gothic, Rural, Mystical, Supernatural","Azal, The Master","Devil's End, Past, 1970s",7.6,The Master orders Bert to set a trap for the Doctor at the village while a concussed Jo makes for the cavern.
8,25,The DÃ¦mons: Episode 5,,1971,Classic,The DÃ¦mons,3,"Dark, Mysterious, Ominous",0,"Supernatural, Rural, Mysterious, Folkloric","Azal, The Master","Devil's End, Past, 1970s",7.7,The Master decides to sacrifice Jo to Azal and when the Doctor and his friends try to intervene they come under attack from Bok.
9,1,Day of the Dalek: Episode 1,,1972,Classic,Day of the Dalek,3,"Dark, Ominous",0,"Action, Suspense, Thrilling",Daleks,"London, Present, 2020",7.6,"When someone tries to assassinate diplomat Sir Reginald Styles, UNIT investigate the possibility his attacker came from the future."
9,2,Day of the Dalek: Episode 2,,1972,Classic,Day of the Dalek,3,"Dark, Ominous,",0,"Action, Suspense, Thriller,",Daleks,"London, Present, 2020",7.6,Jo uses the guerrillas' time machine to travel to the 22nd century where the Controller tricks her into telling the Daleks where she's come from.
9,3,Day of the Dalek: Episode 3,,1972,Classic,Day of the Dalek,3,"Dark, Ominous, Suspenseful",0,"Action, Thrilling, Mysterious, Adventurous",Daleks,"London, Present, 2020",7.6,The Doctor forces the guerrillas to take him to the 22nd century where he is soon captured by the Controller.
9,4,Day of the Dalek: Episode 4,,1972,Classic,Day of the Dalek,3,"Dark, Ominous, Suspenseful",0,"Action, Adventure, Mysterious, Thrilling",Daleks,"London, Present, 2020",7.9,The guerrillas infiltrate the Daleks' base to rescue the Doctor and Jo and ask them to return to their own time and alter history before the 20th century is plunged into a Third World War.
9,5,The Curse of Pelandon: Episode 1,,1972,Classic,The Curse of Pelandon,3,"Dark, Ominous, Suspenseful",0,"Mysterious, Ancient, Gothic, Atmospheric",The Curse,"Pelandon, Past, Medieval Era",7.4,"The Doctor and Jo arrive on the medieval planet Peladon, where the Doctor is mistaken for the Earth Delegate of the Galactic Federation and Jo is mistaken for a princess. Where the Doctor uncovers a conspiracy, as he exposes the e..."
9,6,The Curse of Pelandon: Episode 2,,1972,Classic,The Curse of Pelandon,3,"Dark, Ominous, Suspenseful",0,"Mysterious, Ancient, Gothic, Atmospheric",The Curse,"Pelandon, Past, Medieval Era",7.4,The Doctor is convinced the Ice Warriors are trying to sabotage the conference but his attempts to prove it see him accused of sacrilege.
9,7,The Curse of Pelandon: Episode 3,,1972,Classic,The Curse of Pelandon,3,"Ominous, Dark, Mysterious",0,"Gothic, Medieval, Mysterious, Ancient",The Master,"Pelandon Castle, Past, 13th Century",7.4,The Doctor is sentenced to fight Grun to the death and his attempt to escape leads to an encounter with Aggedor.
9,8,The Curse of Pelandon: Episode 4,,1972,Classic,The Curse of Pelandon,3,"Dark, Ominous, Mysterious",0,"Gothic, Mysterious, Ancient, Atmospheric",The Curse Spirit,"Pelandon Castle, Past, 13th Century",7.5,Hepesh's plan has been exposed but he is still determined to prevent Peladon joining the Galactic Federation by leading a rebellion against the King.
9,9,The Sea Devils: Episode 1,,1972,Classic,The Sea Devils,3,"Dark, Suspenseful, Ominous",0,"Mysterious, Aquatic, Military, Classic",The Sea Devils,"England, Past, 1970s",7.8,The Doctor and Jo visit the Master at his island prison where the Doctor becomes curious about a number of ships sinking in the area.
9,10,The Sea Devils: Episode 2,,1972,Classic,The Sea Devils,3,"Suspenseful, Dark",0,"Mysterious, Ominous, Aquatic",The Sea Devils,"England, Past, 1970s",7.7,The Doctor and Jo are trapped on the fort by a Sea Devil while the Master convinces Trenchard to help him steal some electronic components.
9,11,The Sea Devils: Episode 3,,1972,Classic,The Sea Devils,3,"Dark, Suspenseful, Intense",0,"Mysterious, Oceanic, Military, Atmospheric","The Master, Sea Devils","England, Past, 1970s",7.6,The Doctor is held prisoner by Trenchard while the Master attempts to contact the Sea Devils.
9,12,The Sea Devils: Episode 4,,1972,Classic,The Sea Devils,3,"Dark, Suspenseful, Ominous",0,"Mysterious, Aquatic, Military, Isolated",The Sea Devils,"England, Past, 1970s",7.7,"The Sea Devils attack the island prison and rescue the Master, prompting the Doctor to venture underwater to try and contact them."
9,13,The Sea Devils: Episode 5,,1972,Classic,The Sea Devils,3,"Dark, Suspenseful, Ominous",0,"Mysterious, Aquatic, Military, Classic",The Sea Devils,"English Channel, Past, 1970s",7.7,"The Doctor is taken to the Sea Devils' underwater colony where he tries to make peace with the creatures, only for the navy to attack the base."
9,14,The Sea Devils: Episode 6,,1972,Classic,The Sea Devils,3,"Dark, Suspenseful, Ominous",0,"Mysterious, Aquatic, Military, Coastal",The Sea Devils,"English Channel, Past, 1970s",7.7,The Sea Devils take over the naval base and the Doctor is forced to help the Master find a way to revive their colony.
9,15,The Mutants: Episode 1,,1972,Classic,The Mutants,3,"Dark, Oppressive, Sad",0,"Gritty, Colonial, Mysterious, Revolutionary","The Marshal, Solos","Solos, Future, 30th century",6.6,"The Doctor and Jo arrive on the planet Solos, on an assignment by the Time Lords. The Doctor and Jo learn that the native Solonians are mutating into ant-like mutant creatures and they uncover a conspiracy, where the evil Marshal ..."
9,16,The Mutants: Episode 2,,1972,Classic,The Mutants,3,"Dark, Oppressive, Sad",0,"Gritty, Colonial, Mysterious, Revolutionary","The Marshal, Solos","Solos, Future, 30th century",6.6,Ky transports himself and Jo down to Solos and the Marshal only agrees to help her if the Doctor assists Professor Jaeger in altering Solos' atmosphere.
9,17,The Mutants: Episode 3,,1972,Classic,The Mutants,3,"Dark, Oppressive, Sad",0,"Gritty, Colonial, Mysterious, Revolutionary","The Marshal, Solos","Solos, Future, 30th century",6.5,The Doctor and Varan travel down to Solos to search for Jo and Ky but the Marshal orders his men to pursue them.
9,18,The Mutants: Episode 4,,1972,Classic,The Mutants,3,"Dark, Oppressive, Sad",0,"Gritty, Colonial, Mysterious, Revolutionary","The Marshal, Solos","Solos, Future, 30th century",6.6,"The Doctor and his friends are led to safety by Professor Sondergaard, who tries to help the Doctor translate the tablets."
9,19,The Mutants: Episode 5,,1972,Classic,The Mutants,3,"Dark, Oppressive, Sad",0,"Gritty, Mysterious, Revolutionary, Colonial","The Marshal, Professor Solos","Solos, Future, 30th century",6.4,The Marshal's premature use of Jaeger's experiment is threatening to destroy Solos' atmosphere and the Doctor returns to Skybase to try and correct the damage.
9,20,The Mutants: Episode 6,,1972,Classic,The Mutants,3,"Dark, Oppressive, Sad",0,"Gritty, Industrial, Colonial, Mysterious","The Marshal, Solos","Solos, Future, 30th century",6.5,The Doctor is forced to help the Marshal cover up his actions with the Investigator but Jo and the others attempt to escape to expose him.
9,21,The Time Monster: Episode 1,,1972,Classic,The Time Monster,3,"Epic, Adventurous, Mysterious",0,"Ancient, Mythical, Mysterious, Historical",The Master,"Atlantis, Past, Ancient Times",6.7,"UNIT are invited to observe a demonstration of the new TOMTIT machine, unaware its creator, Professor Thascalos, is actually the Master."
9,22,The Time Monster: Episode 2,,1972,Classic,The Time Monster,3,"Dark, Mysterious, Ominous",0,"Ancient, Mystical, Adventurous, Historical",The Master,"Atlantis, Past, Ancient Times",6.6,"The Doctor realises the Master is trying to harness the power of Kronos, last of the Chronovores, but is unaware Percival is harbouring him at the institute."
9,23,The Time Monster: Episode 3,,1972,Classic,The Time Monster,3,"Epic, Adventurous, Mysterious",0,"Ancient, Mythical, Mysterious, Legendary",The Master,"Atlantis, Past, Ancient Times",6.4,The Master enlists the help of Krasis to control Kronos while Yates tries to bring the TARDIS to the institute only to come under attack from dangers from the past.
9,24,The Time Monster: Episode 4,,1972,Classic,The Time Monster,3,"Dark, Mysterious, Ominous",0,"Ancient, Mythical, Mysterious, Epic",The Master,"Atlantis, Past, Ancient Times",6.8,The Master prepares to travel back to Atlantis but the Doctor links his TARDIS to the Master's to try and stop him.
9,25,The Time Monster: Episode 5,,1972,Classic,The Time Monster,3,"Dark, Mysterious, Ominous",0,"Mythical, Ancient, Mysterious, Epic",The Master,"Atlantis, Past, Ancient Times",6.6,"Both TARDISes reach Atlantis, where the Doctor befriends King Dalios while the Master enlists the help of Queen Galleia to try and obtain the crystal of Kronos."
9,26,The Time Monster: Episode 6,,1972,Classic,The Time Monster,3,"Epic, Adventurous, Mysterious",0,"Fantasy, Mythical, Ancient, Legendary",The Master,"Atlantis, Past, Ancient Times",6.7,The Doctor enters the labyrinth to try and protect Jo from the minotaur but the Master has seized control of Atlantis and prepares to summon Kronos again.
10,1,The Three Doctors: Episode 1,,1972,Classic,The Three Doctors,"1, 2, 3","Exciting, Humorous, Adventurous",0,"Timeless, Cosmic, Mysterious, Epic",Omega,"Tardis, Space, Past, Past",8.2,The 10th Anniversary Serial has three incarnations of the Doctor meeting up to face the evil Omega in a universe of antimatter.
10,2,The Three Doctors: Episode 2,,1973,Classic,The Three Doctors,"1, 2, 3","Exciting, Humorous, Adventurous",0,"Timeless, Mysterious, Epic, Classic",Omega,"Tardis, Space, Past, Past",8.1,The third Doctor and Jo find themselves on an artificial world inside the black hole while the second Doctor tries to find a way to control the organism.
10,3,The Three Doctors: Episode 3,,1973,Classic,The Three Doctors,"1, 2, 3","Exciting, Humorous, Adventurous",0,"Timeless, Cosmic, Mysterious, Epic",Omega,"Gallifrey, Time Lord Zone, Past",8.1,The Time Lord Omega reveals himself to the third Doctor along with plans for vengeance against his own kind.
10,4,The Three Doctors: Episode 4,,1973,Classic,The Three Doctors,"1, 2, 3","Exciting, Humorous, Adventurous",0,"Timeless, Mysterious, Cosmic, Epic",Omega,"Gallifrey, Time Lord Zone, Past",8.2,"Omega reveals the purpose behind bringing the Doctor to his antimatter world, but the Doctor(s) discover a startling fact about Omega that he didn't know himself and eventually strike a bargain."
10,5,Carnival of Monsters: Episode 1,,1973,Classic,Carnival of Monsters,3,"Dark, Humorous, Satirical",0,"Vintage, Mysterious, Adventurous, Quirky",,"SS Bernice, Past, 1970s, 1925",7.7,The Doctor attempts to test his new dematerialisation circuit by taking Jo to Metebelis Three but instead the TARDIS arrives in the hold of a 1920s cargo ship.
10,6,Carnival of Monsters: Episode 2,,1973,Classic,Carnival of Monsters,3,"Dark, Humorous, Satirical",0,"Mysterious, Adventurous, Colorful, Quirky",,"SS Bernice, Past, 1970s, 1926",7.7,"The Doctor and Jo attempt to find a way out of the Scope but, when Vorg attempts to entertain the Minorans, the crew of the Bernice suddenly become a lot more dangerous."
10,7,Carnival of Monsters: Episode 3,,1973,Classic,Carnival of Monsters,3,"Dark, Suspenseful, Thrilling",0,"Mysterious, Adventure, Fantasy, Horror",,"SS Bernice, Past, 1970s, 1927",7.7,The Doctor and Jo return to the Bernice to try and aid their escape but find themselves pursued by the Drashigs.
10,8,Carnival of Monsters: Episode 4,,1973,Classic,Carnival of Monsters,3,"Dark, Suspenseful, Thrilling",0,"Mysterious, Adventurous, Vintage, Quirky",,"SS Bernice, Past, 1970s, 1928",7.7,The Doctor escapes from the Scope and joins forces with Vorg to try and save its inhabitants but Kalik is still determined to use the Drashigs to start a rebellion.
10,9,Frontier in Space: Episode 1,,1973,Classic,Frontier in Space,3,"Tense, Suspicious,",0,"Space, Political, Action,","The Master, Draconians","Space, Future, 2560s",7.5,The Doctor and Jo discover the Master and the Ogrons are the masterminds behind the Galactic war between the Earth Federation and the Reptilian Draconian Empire. The Master has framed the Doctor and Jo as spies working for the Dra...
10,10,Frontier in Space: Episode 2,,1973,Classic,Frontier in Space,3,"Tense, Suspenseful,",0,"Space, Action, Politics,","The Master,","Space, Future, 2560s",7.4,"The Doctor and Jo are taken to Earth, where both humans and Draconians believe them to be a spy for the other side."
10,11,Frontier in Space: Episode 3,,1973,Classic,Frontier in Space,3,"Tense, Suspenseful, Dark",0,"Space, Action, Politics, Adventure","The Master, Draconians","Space, Future, 26th Century",7.6,The Doctor is sentenced to life imprisonment at a lunar penal colony while Jo encounters an old enemy.
10,12,Frontier in Space: Episode 4,,1973,Classic,Frontier in Space,3,"Tense, Suspenseful, Dark",0,"Space, Action, Politics, War","The Master, Draconians","Space, Future, 2540",7.5,"The Master rescues the Doctor from the lunar penal colony, aiming to take him and Jo to the Ogrons' planet, and the Doctor's attempt to escape leaves him stranded in space."
10,13,Frontier in Space: Episode 5,,1973,Classic,Frontier in Space,3,"Tense, Suspenseful, Dark",0,"Space, Action, Politics, Adventure","The Master, Draconians","Space, Future, 26th Century",7.5,"The Doctor, Jo and the Master are taken to Draconia, where the Doctor tries to convince the Draconians of the truth. But then the Ogrons attack."
10,14,Frontier in Space: Episode 6,,1973,Classic,Frontier in Space,3,"Tense, Suspicious, Dark",0,"Space, Action, Politics, Adventure","The Master, Draconians","Space, Future, 2560s",7.6,"The Doctor, Williams and the Draconian Prince head to the Ogrons' planet to find evidence of the Master's actions but the Master tricks Jo into leading them into a trap."
10,15,Planet of the Daleks: Episode 1,,1973,Classic,Planet of the Daleks,3,"Dark, Ominous, Suspenseful",0,"Alien, Desert, Action, Adventure",Daleks,"Planet Spiridon, Future",7.4,"The TARDIS lands on the jungle planet Spiridon, where the Doctor has fallen into a coma. Before collapsing he has requested the Time Lords to pilot the TARDIS, so he and Jo can follow the Daleks to their base. Jo learns the Daleks..."
10,16,Planet of the Daleks: Episode 2,,1973,Classic,Planet of the Daleks,3,"Dark, Suspenseful,",0,"Alien, Desert, Action,",Daleks,"Planet Spiridon, Future",7.4,"The Doctor is captured by the Daleks, while Jo is rescued by a friendly Spridon named Wester."
10,17,Planet of the Daleks: Episode 3,,1973,Classic,Planet of the Daleks,3,"Dark, Suspenseful, Intense",0,"Alien, Jungle, Mysterious, Action",Daleks,"Planet Spiridon, Future",7.3,The Doctor and Codal escape from their cell and meet up with the Thal commandos who are trying to get into the Dalek base.
10,18,Planet of the Daleks: Episode 4,,1973,Classic,Planet of the Daleks,3,"Dark, Ominous, Suspenseful",0,"Alien, Jungle, Action, Adventure",Daleks,"Planet Spiridon, Future",7.2,"The Doctor and his friends escape from the Dalek base, prompting the Daleks to devise a plan to wipe them out."
10,19,Planet of the Daleks: Episode 5,,1973,Classic,Planet of the Daleks,3,"Dark, Intense, Suspenseful",0,"Alien, Jungle, Action, Adventure",Daleks,"Planet Spiridon, Future",7.2,The Doctor and his friends ambush two Daleks as part of their planet to get back into the city but the Daleks are on the verge of unleashing their virus.
10,20,Planet of the Daleks: Episode 6,,1973,Classic,Planet of the Daleks,3,"Dark, Suspenseful,",0,"Action, Adventure, Mysterious,",Daleks,"Planet Spiridon, Future",7.5,The Doctor and his friends prepare to refreeze the Dalek army but the Dalek Supreme has arrived on the planet determined to destroy them all.
10,21,The Green Death: Episode 1,,1973,Classic,The Green Death,3,"Dark, Suspenseful, Environmental",0,"Rural, Mysterious, Industrial, Toxic","BOSS, Giant Maggots","Wales, Past, 1970s",8,"While the Doctor plans a holiday to Metebelis Three, Jo and the Brigadier are intrigued by a mysterious death at a coal mine in Llanfairfach, which is being blamed on local company Global Chemicals."
10,22,The Green Death: Episode 2,,1973,Classic,The Green Death,3,"Dark, Suspenseful, Thrilling",0,"Industrial, Rural, Mysterious, Deadly","BOSS, Giant Maggots","Wales, Past, 1970s",7.9,The Doctor and the Brigadier attempt to rescue Jo and Bert from the mine but Global Chemicals prove distinctly uncooperative.
10,23,The Green Death: Episode 3,,1973,Classic,The Green Death,3,"Dark, Suspenseful, Sad",0,"Rural, Mysterious, Industrial, Environmental","BOSS, Giant Maggots","Wales, Past, 1970s",8,The Doctor and Jo manage to escape from the mine with a maggot egg but Stevens is determined to stop them analysing it.
10,24,The Green Death: Episode 4,,1973,Classic,The Green Death,3,"Dark, Suspenseful, Sad",0,"Industrial, Rural, Mysterious, Toxic","BOSS, The Master","Wales, Past, 1970s",8,The Brigadier calls in a full UNIT force to deal with the giant maggots while the Doctor infiltrates Global Chemicals to find out what is really going on.
10,25,The Green Death: Episode 5,,1973,Classic,The Green Death,3,"Dark, Suspenseful, Environmental",0,"Rural, Mysterious, Industrial, Toxic","BOSS, Giant Maggots","Wales, Past, 1970s",8,The Doctor manages to escape from BOSS with help from Yates and discovers Cliff has been infected by a giant maggot.
10,26,The Green Death: Episode 6,,1973,Classic,The Green Death,3,"Environmental, Dark, Sad",0,"Industrial, Mysterious, Rural, Suspenseful","BOSS, Giant Maggots","Wales, Past, 1970s",8.2,"The Doctor attempts to destroy the giant maggots and cure Cliff but the real threat is BOSS, who is poised to take over all the world's computers."
11,1,The Time Warrior: Part 1,,1973,Classic,The Time Warrior,3,"Dark, Suspenseful, Intense",0,"Medieval, Mysterious, Action, Adventure","Irongron, Linx","Medieval England, Past, 13th century",7.9,"The Brigadier asks the Doctor to investigate the disappearance of several scientists, only for him to find they have been abducted back in time."
11,2,The Time Warrior: Part 2,,1973,Classic,The Time Warrior,3,"Dark, Suspenseful,",0,"Medieval, Mysterious, Action,","Irongron, Linx","Medieval England, Past, 13th Century",7.9,"The Doctor tracks the missing scientists to Irongron's castle, where Linx is using them to repair his spaceship and construct advanced weapons for Irongron."
11,3,The Time Warrior: Part 3,,1973,Classic,The Time Warrior,3,"Dark, Suspenseful,",0,"Medieval, Mysterious, Action,","Irongron, Linx","Medieval England, Past, 13th Century",7.9,The Doctor escapes the castle with Sarah and Hal and must persuade Sir Edward to trust him before Irongron launches an attack on them.
11,4,The Time Warrior: Part 4,,1974,Classic,The Time Warrior,3,"Dark, Suspenseful, Intense",0,"Medieval, Mysterious, Action, Adventure","Irongron, Linx","Medieval England, Past, 13th Century",7.9,"The Doctor attempts to return the scientists to their own time, before Linx tries to use his spaceship and destroys the entire castle."
11,5,Invasion of Dinosaurs: Part 1,,1974,Classic,Invasion of Dinosaurs,3,"Dark, Mysterious, Intense",0,"Adventure, Action, Thriller, Suspense",,"London, Past, 1970s",7.6,"The Doctor and Sarah return to London in the present day only to find the city strangely deserted, while nearby UNIT are dealing with a series of monster appearances."
11,6,Invasion of Dinosaurs: Part 2,,1974,Classic,Invasion of Dinosaurs,3,"Dark, Suspenseful,",0,"Mysterious, Adventurous, Historic,","General Finch,","London, Past, 1970s",7.3,"The Doctor and Sarah returns to present-day Earth, where they find London has been evacuated, and Dinosaurs are on the loose and they are mistaken for looters. Assisting U.N.I.T in the emergency, The Doctor and Sarah discovers cor..."
11,7,Invasion of Dinosaurs: Part 3,,1974,Classic,Invasion of Dinosaurs,3,"Dark, Suspenseful,",0,"Adventure, Mysterious, Action,","General Finch,","London, Past, 1970s",7.3,"Yates sabotages the Doctor's equipment to stop him finding the location of Whitaker's base but then the tyrannosaur escapes, placing Sarah in danger."
11,8,Invasion of Dinosaurs: Part 4,,1974,Classic,Invasion of Dinosaurs,3,"Dark, Suspenseful,",0,"Adventure, Mysterious, Action,","General Finch,","London, Past, 1970s",7.3,Sarah attempts to find a way off the spaceship while the Doctor tries to track down the source of the time displacements.
11,9,Invasion of Dinosaurs: Part 5,,1974,Classic,Invasion of Dinosaurs,3,"Dark, Suspenseful,",0,"Adventure, Mysterious, Action,","General Finch,","London, Past, 1970s",7.3,"The Doctor has been framed as the monster maker by Finch and is on the run from the army, while Sarah attempts to alert UNIT to what Grover is up to."
11,10,Invasion of Dinosaurs: Part 6,,1974,Classic,Invasion of Dinosaurs,3,"Dark, Suspenseful,",0,"Adventure, Mysterious, Thrilling,","General Finch,","London, Past, 1970s",7.4,The Doctor is rescued from Finch by the Brigadier and Benton and tries to persuade them to stop Grover before millions of people are erased from history.
11,11,Death to the Dalkes: Part 1,,1974,Classic,Death to the Dalkes,3,"Dark, Ominous, Sad",0,"Alien, Desert, Post-apocalyptic, Mysterious",Daleks,"Planet Skaro, Future",7.2,"As the TARDIS heads to the paradise planet Florana where the Doctor and Sarah go for a holiday, the TARDIS goes off-course and arrives on the barren planet Exxilon, where the TARDIS is losing power. The Doctor and Sarah finds a gr..."
11,12,Death to the Dalkes: Part 2,,1974,Classic,Death to the Dalkes,3,"Dark, Ominous, Sad",0,"Alien, Desert, Post-apocalyptic, War",Daleks,"Planet Skaro, Future",7.1,"The Doctor and the MSC crew join forces with the Daleks to mine the parrinium, only to come under attack from the Exxilons."
11,13,Death to the Dalkes: Part 3,,1974,Classic,Death to the Dalkes,3,"Dark, Ominous, Suspenseful",0,"Alien, Desert, Post-apocalyptic, Mysterious",Daleks,"Planet Skaro, Future",7.2,"The Doctor and Sarah meet up with Bellal, who helps them escape from the Daleks and explains the origin of the City."
11,14,Death to the Dalkes: Part 4,,1974,Classic,Death to the Dalkes,3,"Dark, Intense, Sad",0,"Action, Adventure, Mysterious, Explosive",Daleks,"Planet Skaro, Future",7.2,The Doctor and Bellal continue to penetrate the City's defences while Sarah and Jill try to stop the Daleks leaving with the parrinium.
11,15,The Monster of Peladon: Part 1,,1974,Classic,The Monster of Peladon,3,"Dark, Suspenseful,",0,"Medieval, Mysterious, Political,","Ice Warriors,","Planet Peladon, Past",6.6,"Returning to the medieval planet Peladon (50 years after ""The Curse of Peladon"") The Doctor and Sarah find King Peladon's daughter Queen Thalira has inherited the throne and the galactic Federation is at war with Galaxy Five and T..."
11,16,The Monster of Peladon: Part 2,,1974,Classic,The Monster of Peladon,3,"Dark, Suspenseful,",0,"Medieval, Mysterious, Political,",Ice Warriors,"Planet Peladon, Past",6.5,"The Doctor is rescued by Gebek, prompting him to try and help the miners, but his advice results in Ettis launching another attack on the armoury."
11,17,The Monster of Peladon: Part 3,,1974,Classic,The Monster of Peladon,3,"Dark, Intense, Suspenseful",0,"Medieval, Mysterious, Political, Adventure",Ice Warriors,"Planet Peladon, Past",6.5,"The Doctor and Sarah pacify Aggedor and the Doctor encourages the Queen to make peace with the miners, but Ortron soon has him under arrest again."
11,18,The Monster of Peladon: Part 4,,1974,Classic,The Monster of Peladon,3,"Dark, Suspenseful, Intense",0,"Medieval, Mysterious, Political, Alien",Ice Warriors,"Planet Peladon, Past",6.7,The Ice Warriors take control of the planet and force the miners to return to work but Ettis takes the opportunity to try and destroy the citadel.
11,19,The Monster of Peladon: Part 5,,1974,Classic,The Monster of Peladon,3,"Dark, Suspenseful,",0,"Medieval, Mysterious, Political,","Ice Warriors,","Planet Peladon, Past",6.6,Sarah and Alpha Centauri decide to try and alert the Federation to what the Ice Warriors are up to but first they have to escape from the throne room.
11,20,The Monster of Peladon: Part 6,,1974,Classic,The Monster of Peladon,3,"Dark, Suspenseful,",0,"Medieval, Mysterious, Political,","Ice Warriors,","Planet Peladon, Past",6.6,The Doctor turns the Aggedor spirit against the Ice Warriors to aid the Peladonians in their battle but Eckersley attacks him with the security system.
11,21,Planet of the Spiders: Part 1,,1974,Classic,Planet of the Spiders,3,"Melancholic, Sad, Bittersweet",0,"Mysterious, Dark, Adventure, Suspenseful","The Master, Spiders","Metebelis 3, Earth, Past, 1970s",7.5,"While the Doctor carries out an investigation into ESP, Mike Yates asks Sarah to look into some strange goings on at a meditation centre he's attending."
11,22,Planet of the Spiders: Part 2,,1974,Classic,Planet of the Spiders,3,"Dark, Mysterious, Sad",0,"Mysterious, Adventurous, Suspenseful, Exotic","The Master, Spiders","Metebelis 3, Earth, Past, 1970s",7.3,"Lupton forms an alliance with the spider to steal the Doctor's blue crystal, while Sarah and Mike attempt to alert people to what they've seen."
11,23,Planet of the Spiders: Part 3,,1974,Classic,Planet of the Spiders,3,"Bittersweet, Sad, Melancholic",0,"Mysterious, Dark, Adventurous, Suspenseful","The Master, Spiders","Metebelis 3, Earth, Past, 1970s",7.3,The Doctor and Sarah head to the meditation centre to try and get the crystal back while Lupton prepares to return it to Metebelis Three.But all their plans are disrupted when it is stolen by Tommy.
11,24,Planet of the Spiders: Part 4,,1974,Classic,Planet of the Spiders,3,"Bittersweet, Sad, Melancholic",0,"Mysterious, Dark, Adventure, Suspense","The Master, Spiders","Metebelis 3, Earth, Past, 1970s",7.4,Sarah is captured by the spiders' guards while the Doctor tries to help Arak and the others strike back against the spiders.
11,25,Planet of the Spiders: Part 5,,1974,Classic,Planet of the Spiders,3,"Bittersweet, Sad, Melancholic",0,"Mysterious, Dark, Adventurous, Suspenseful","The Master, Spiders","Metebelis 3, Earth, Past, 1970s",7.5,"The Doctor escapes from the spiders' larder only to encounter the Great One, while Sarah makes a deal with the Queen Spider."
11,26,Planet of the Spiders: Part 6,,1974,Classic,Planet of the Spiders,3,"Dark, Melancholic, Sad",0,"Mysterious, Atmospheric, Rural, Suspenseful","The Spiders, The Master","Metebelis 3, Earth, Past, 1970s",8.1,K'Anpo persuades the Doctor he must face his fear and return the crystal to the Great One.But first they need to get past Barnes and his men.
